,spotify_song_id,weeks_on_chart,artists,name,peak_position
272,1dUHF4RyMmMTveJ0Rby6Xm,4,Drake,Can't Take A Joke,18
273,1dyxS3YzBbL0t8rEVwVQ1K,12,Blake Shelton,God's Country,19
274,1e1JKLEDKP7hEQzJfNAgPl,20,Playboi Carti,Magnolia,29
275,1e4rwBPVI32vZtTJu7mJ4J,16,Li,Chun,10
276,1f5PNhkNgUpvDEeZfcIlO1,5,Cardi B,I Do,23
277,1f5cbQtDrykjarZVrShaDI,21,A Boogie Wit da Hoodie,Drowning,38
278,1fewSx2d5KIZ04wsooEBOz,6,Metro Boomin,Space Cadet,51
279,1fnRwgZLgAYMM1dVL1oqwG,1,Plies,Real Hitta,100
280,1fvCggAYrW0VtCljtqv4h2,2,TakeOff,Last Memory,54
281,1g1TeDflB6atAy7HKwrzXu,1,Kesha,Learn To Let Go,97
282,1gT5TGwbkkkUliNzHRIGi1,2,JAY,4:44,35
283,1h0yImRPIVAjhhHeNVlTuC,2,Shawn Mendes,Youth,65
284,1hFtJ5rV3aAm58ErijHdFO,1,Mariah Carey,I Don't,89
285,1i1fxkWeaMmKEB4T7zqbzK,8,The Chainsmokers,Don't Let Me Down,29
286,1iTWoKAdilGEmit6xhQZje,4,Lil Yachty,Peek A Boo,78
287,1j4kHkkpqZRBwE0A4CN4Yv,16,Zayn,Dusk Till Dawn,44
288,1jQsKN68yE94tMYml0wHMd,1,Big Sean,Jump Out The Window,76
289,1jYiIOC5d6soxkJP81fxq2,22,DJ Khaled,I'm The One,1
290,1jo3TwNGCXfNdB5uba3ZVv,8,Eminem,Killshot,3
291,1k7KigfkZh2Xb6khqV1a0K,5,YoungBoy Never Broke Again,Diamond Teeth Samurai,59
292,1kFBLqkTuNKlspkJ1EOGjN,10,Chris Janson,Drunk Girl,79
293,1kJtfldK9F7XmsSiSNlbth,1,Kesha,Woman,96
294,1kK6DwzyXJSp58u5HYWwuD,7,"YG, Tyga, Jon Z",Go Loko,49
295,1lasE4yXQmZ5mwWdGQGn8E,2,Mason Ramsey,Famous,62
296,1lsBTdE6MGsKeZCD6llNu7,9,Charlie Puth,Done For Me,53
297,1mMLMZYXkMueg65jRRWG1l,20,Luke Combs,When It Rains It Pours,33
298,1n4jwRVXdkK2U34nBDUKKT,1,Kendrick Lamar,Blood.,54
299,1nGoy0cEj0extAwXYNYTWd,2,Kanye West,Wouldn't Leave,24
300,1nX9KhK3Fff27SnrIor2Yb,12,2 Chainz,4 AM,55
301,1nXZnTALNXiPlvXotqHm66,1,"Tyler, The Creator",A Boy Is A Gun,74
302,1nueTG77MzNkJTKQ0ZdGzT,17,Maroon 5,Don't Wanna Know,6
303,1oUudyBYVGMIC8JXeIsFzq,1,"Rae Sremmurd, Travis Scott",Close,98
304,1orjH4IkSH9VrWmRCToKV8,9,NLE Choppa,Shotta Flow,67
305,1pKeFVVUOPjFsOABub0OaV,12,Ariana Grande,Side To Side,6
306,1psC5iHzQxaTMZ5dWGfM6I,5,Yo Gotti,Juice,90
307,1qsHYUd2c1wFGcn7e63QmG,5,Kanye West,Yikes,8
308,1r0faljjM2b876iNoaDUh5,1,Big Sean,Sacrifices,70
309,1r6cyaW7yMykwSyxTuwcuM,3,DJ Suede The Remix God,Cash Me Outside,72
310,1rM0CnyUiiw6A9CHJRXjZA,1,"Sofia Carson, Cameron Boyce, Booboo Stewart, Mitchell Hope",Chillin' Like A Villain,95
311,1rfofaqEpACxVEHIZBJe6W,45,Camila Cabello,Havana,1
312,1rlIrbWboTRGeKfHhgbJRZ,1,Quavo,Flip The Switch,48
313,1rqqCSm0Qe4I9rUvWncaom,46,Panic! At The Disco,High Hopes,4
314,1t34UsQ634a233qysq6D6L,6,Keith Urban,Female,69
315,1tlBuoIRrtqFs9bE9dmli5,1,Future,Extra Luv,99
316,1u0MOgWF1bbylVxpJG2ZjB,1,Big Sean,Owe Me,86
317,1uL78kFWxhz3umTMWJu8n5,15,Lil Uzi Vert,Sauce It Up,49
318,1unFtbwcAnSGgYPmp52vc0,1,Gunna,Wit It,75
319,1ung2kajpw24AaHjBtPY3j,3,Rae Sremmurd,Perplexing Pegasus,84
320,1vBeIXlzbAieGoDqInav5j,2,Cardi B,Money Bag,58
321,1vBpwxsLVwaR4evBIaFmqD,20,Midland,Drinkin' Problem,45
322,1vHeu2j2MpfMqqvcXKLtic,15,Eric Church,Desperate Man,68
323,1vNoA9F5ASnlBISFekDmg3,18,Bad Wolves,Zombie,54
324,1vVNlXi8gf8tZ7OhnEs4VE,1,French Montana,A Lie,75
325,1wJRveJZLSb1rjhnUHQiv6,20,A Boogie Wit da Hoodie,Swervin,38
326,1wWRtPIKD7ZNvtsrzLyTev,1,"Future, Young Thug",All Da Smoke,77
327,1xYpVRspgaLxdJLOTQkTjg,2,Travis Scott,Stop Trying To Be God,27
328,1xzBco0xcoJEDXktl7Jxrr,28,Sheck Wes,Mo Bamba,6
329,1yQvL8SzbF5JCroRKk9F07,1,"Lil Baby, Gunna",Belly,80
330,1zB4vmk8tFRmM9UULNzbLB,51,Imagine Dragons,Thunder,4
331,1zEhH5BmSpKi1mRSIfBDOq,5,Sofi Tukker,Best Friend,81
332,204U3zjm9kkzX25Pr4Rdld,2,Migos,Kelly Price,58
333,20MuVazoNMv6xjKPnRFOxG,3,Travis Scott,Wake Up,30
334,21RzyxY3EFaxVy6K4RqaU9,8,Loud Luxury,Body,80
335,21yRtB6B8EMounImAfHRCP,1,"Tyler, The Creator",Who Dat Boy,87
336,228kFdBgjLDmmdygT9Hxxo,1,Sam Hunt,Drinkin' Too Much,89
337,22mQXNE0nCuWq4yOwcadIn,1,Jennifer Lopez,Dinero,80
338,22oEJW6r2rMb9z4IntfyEa,10,Panic! At The Disco,"Hey Look Ma, I Made It",24
339,22vgEDb5hykfaTwLuskFGD,16,Jonas Brothers,Sucker,1
340,22ykS8KWpd2r4zcRZ0XMK5,1,Metro Boomin,Dreamcatcher,72
341,23L5CiUhw2jV1OIMwthR3S,5,"Martin Garrix, Bebe Rexha",In The Name Of Love,26
342,23SryQFx36SXmuAj7tXxec,1,YFN Lucci,Key To The Streets,97
343,23TxRN09aR1RB0G0tFoT0b,13,Little Big Town,Better Man,34
344,23luOrEVHMfoX0AhfbQuS6,2,Kendrick Lamar,Fear.,50
345,25leEEaz1gIpp7o21Fqyjo,3,Gene Autry,Here Comes Santa Claus,28
346,25oOaleife6E2MIKmFkPvg,14,Young Thug,Relationship,65
347,25qhnRgAcImQWfaswqRkwN,11,Derez De'Shon,Hardaway,61
348,268j6G1DugGY3RHFM4Jof3,14,Selena Gomez,Bad Liar,20
349,27356GVuMPFWiJSZCragoM,2,Ariana Grande,Make Up,48
350,27a1mYSG5tYg7dmEjWBcmL,2,Travis Scott,Can't Say,38
351,27oFpFktCq9JIXjJQRuv7a,1,6ix9ine,Gotti,99
352,285pBltuF7vW8TeWk8hdRR,46,Juice WRLD,Lucid Dreams,2
353,28FGV3ORH14MYORd7s5dlU,3,Eminem,Not Alike,24
354,28irpKCCK9nn9DZSik2zEx,2,Drake,Glow,54
355,2A69wys3S9uiPSmn6UZWJn,19,Old Dominion,Written In The Sand,51
356,2ANLarE8yHVsLWW21nj79M,5,Lil Uzi Vert,You Was Right,40
357,2AY1UAimvTqjJC8vDJsOyy,17,Becky G,Mayores,74
358,2BJSMvOGABRxokHKB0OI8i,4,Playboi Carti,Shoota,46
359,2BJpuAoDeQ1QuPvnryfAWK,2,A Boogie Wit da Hoodie,No Promises,74
360,2BOqDYLOJBiMOXShCV1neZ,2,Calum Scott,Dancing On My Own,93
361,2BSbCCbaSCzkOEZa6N5901,1,Juice WRLD,Flaws And Sins,91
362,2BrzlUj1u1CtvaJDGIKpsP,14,Noah Cyrus,Make Me,46
363,2D1MK9oaxy7axXggy3iVbp,2,Nicki Minaj,Rich Sex,56
364,2DQ1ITjI0YoLFzuADN1ZBW,28,G,No Limit,4
365,2DlIwu1iDTILEMXA7MUotn,15,P!nk,Beautiful Trauma,78
366,2DnH4XlEkghUdE8ymdVom5,1,Lil Wayne,Open Letter,47
367,2EEeOnHehOozLq4aS0n6SL,30,KYLE,iSpy,4
368,2EGtBS7Ws3ajiSkJLviFJ4,1,ScHoolboy Q + Travis Scott,CHopstix,85
369,2EWpa5XnAuSn0sIkSSIhYk,9,The Revivalists,Wish I Knew You,84
370,2EgB4n6XyBsuNUbuarr4eG,19,Rich The Kid,New Freezer,41
371,2EhJijFUs0WUmNClDBpYJq,1,Juice WRLD,Make It Back,92
372,2EjXfH91m7f8HiJN1yQg97,9,Brenda Lee,Rockin' Around The Christmas Tree,9
373,2FUNBaa5DwItJtYEBgAblU,3,21 Savage,Monster,73
374,2FY7b99s15jUprqC0M5NCT,27,Imagine Dragons,Natural,13
375,2Fxmhks0bxGSBdJ92vM42m,12,Billie Eilish,Bad Guy,2
376,2G7V7zsVDxg1yRsu7Ew9RJ,22,Drake,In My Feelings,1
377,2GGMabyHXnJmjY6CXhhB2e,26,Cardi B,Money,13
378,2Gl0FzuLxflY6nPifJp5Dr,1,"Kygo, Ellie Goulding",First Time,67
379,2GlATHCDbLW7xq5BE0Bz5g,16,Ella Mai,Shot Clock,62
380,2Grb4G6t9VIqo6moKUloom,4,Metro Boomin,Don't Come Out The House,38
381,2H3wWrnO758y0fPH7Ilerg,1,XXXTENTACION,Depression & Obsession,91
382,2H881m3JRA8lpuuwaQL6zy,1,DeJ Loaf,No Fear,100
383,2HWelwHQS4EdRqIycZOc3O,19,Tank,When We,78
384,2I3dW2dCBZAJGj5X21E53k,1,KIDS SEE GHOSTS,KIDS SEE GHOSTS,73
385,2IG6Te7JyvrtqhFeOF7le4,1,Future,Zoom,99
386,2IRZnDFmlqMuOrYOLnZZyc,29,Meek Mill,Going Bad,6
387,2IjgKCbrk8CtqmsOC5DhVd,1,Meek Mill,fuck That Check Up,97
388,2JqnpexlO9dmvjUMCaLCLJ,10,Lukas Graham,Love Someone,70
389,2JvzF1RMd7lE3KmFlsyZD8,22,J. Cole,Middle Child,4
390,2KKijf6Ett4kmVNJze2roh,2,Blanco Brown,The Git Up,51
391,2Kerz9H9IejzeIpjhDJoYG,2,Lana Del Rey,Love,44
392,2Kf9fwIOwZwd6Aw7OxfkF0,1,Missy Elliott,I'm Better,71
393,2KokOIKdw4zZutDil85Ugh,1,Migos,White Sand,64
394,2KqJC0koTBUyDlsMt5ok1V,16,Thomas Rhett,Look What God Gave Her,32
395,2KvHC9z14GSl4YpkNMX384,2,Drake,Do Not Disturb,60
396,2L6orAlH8tBhiFTumIfMyF,17,Starley,Call On Me,65
397,2LTlO3NuNVN70lp2ZbVswF,2,Kendrick Lamar,Feel.,35
398,2LskIZrCeLxRvCiGP8gxlh,17,"XXXTENTACION, Lil Pump",Arms Around You,28
399,2MShy1GSSgbmGUxADNIao5,17,Kodak Black,Calling My Spirit,46
400,2N6bB5ck67CNILInUX1Ctw,8,Alessia Cara,Growing Pains,65
401,2NEBP8SXEqwZt2PRdPXXuy,13,"David Lee Murphy, Kenny Chesney",Everything's Gonna Be Alright,66
402,2Na0z2gfN67Rzf0vp74Wi3,1,Drake,Lose You,64
403,2OKo7g3KfmCt3kyLvUAL0g,1,NF,The Search,70
404,2OaKHGvIxoOzIYjyMsxcT8,1,Gunna,3 Headed Snake,74
405,2OsDoAzo5SGq10qwmKSQBv,1,"Future, Juice WRLD",Jet Lag,72
406,2P91MQbaiQOfbiz9VqhqKQ,41,Lauv,I Like Me Better,27
407,2PsZsnqSMXt4oKi0xHVvgF,1,Lil Yachty,Boom!,88
408,2QEnZJ8FwpBoyLKcFcgceT,1,Future,Government Official,99
409,2QZ7WLBE8h2y1Y5Fb8RYbH,23,Shawn Mendes,In My Blood,11
410,2QgfDF0fQ4sskDthP8MG5w,1,21 Savage,ASMR,95
411,2RSHsoi04658QL5xgQVov3,9,Imagine Dragons,Bad Liar,56
412,2Rk4JlNc2TPmZe2af99d45,9,Taylor Swift,ME!,2
413,2RttW7RAu5nOAfq6YFvApB,2,Ed Sheeran,Happier,59
414,2S1LebN6AXXQqJolBxlWgO,6,Lil Dicky,Earth,17
415,2SbzdGpOKlH3HIAGTWTbwU,14,"Ozuna, Cardi B",La Modelo,52
416,2T7UAAVTIIuMZPOQLXTq1l,9,"Pitbull, El Chombo, Karol G",Dame Tu Cosita,36
417,2TH65lNHgvLxCKXM3apjxI,2,"Bad Bunny, Tainy",Callaita,68
418,2TLDilmv1UmRTfyb7f2Hrx,9,Michael Ray,One That Got Away,67
419,2UVbBKQOdFAekPTRsnkzcf,21,Migos,Stir Fry,8
420,2UbGTULrgk641ZzV4vWfXK,3,6ix9ine,TIC TOC,53
421,2UciqgwVDwro0fev3MFbxJ,5,J. Cole,ATM,6
422,2Ul7yRZaxGcWCzQg7m632Z,1,"Janet, Daddy Yankee",Made For Now,88
423,2UwbhMie1EAYuTZ0QXeMwl,1,XXXTENTACION,Save Me,94
424,2VIPU72L6tIR4w8J8ap6Kp,20,Brett Young,Mercy,29
425,2VxeLyX666F8uXCJ0dZF8B,38,"Lady Gaga, Bradley Cooper",Shallow,1
426,2WP8G2pdddDmnh1xbfKBOI,2,Drake,Finesse,42
427,2WaOQWSv0D1tZNxyLvnGAI,13,Kelsea Ballerini,Yeah Boy,65
428,2WyRfGeHo97VC5mP1BBSzr,1,Miley Cyrus,Mother's Daughter,54
429,2XTquzYQAdT1Hk78bOUwsv,2,Eminem,Greatest,23
430,2XaInsPPUkZRkY4uFJ3AHK,2,Gucci Mane,Met Gala,88
431,2XlHu0HcujBCkWMdIAvrqt,4,Drake,Blem,38
432,2YMhrXQYKkm4kXLcXKKd5z,20,Dustin Lynch,Small Town Boy,36
433,2Yl4OmDby9iitgNWZPwxkd,20,Cardi B,Be Careful,11
434,2YpeDb67231RjR0MgVLzsG,16,"Lil Nas,",Old Town Road,1
435,2ZRo7axmMPeSVUvDbGkJah,2,XXXTENTACION,Hope,70
436,2Za1AlJNvksouPPWbXpR2X,19,Macklemore,Good Old Days,48
437,2ZdCrBA52bb4pIG3tOOZiQ,2,Lil Uzi Vert,Dark Queen,91
438,2ZekuYUoEIBrUwHOY0gcgB,3,Tim McGraw,How I'll Always Be,70
439,2aI2k39nfa3KFsa4JclQzw,1,DU DDU,DDU,55
440,2bSk87AVkCIIC3Bcligq1z,6,Lil Baby,Life Goes On,74
441,2bjUEg4jBtKBlPdNrTAppI,4,5 Seconds Of Summer,Easier,48
442,2bjwRfXMk4uRgOD9IBYl9h,16,Drake,Portland,9
443,2cEmWBBlCfR9wWrY9JmTyt,1,Zayn,Let Me,73
444,2cOUlop2ZakjOKe4WinesN,31,Niall Horan,Slow Hands,11
445,2cYqizR4lgvp4Qu6IQ3qGN,23,Travis Scott,Butterfly Effect,50
446,2d48mamATjby7wgPjdrSOQ,20,Thomas Rhett,Craving You,39
447,2dfHh7ECGxfNqZTQno09Vk,1,Ed Sheeran,Hearts Don't Break Around Here,93
448,2dfqS3MRtbLZSZA1IL8xY5,1,Drake,Skepta Interlude,76
449,2dpaYNEQHiRxtZbfNsse99,44,"Marshmello, Bastille",Happier,2
450,2dwoqUYTy6SOy1dFqcTndC,19,Jason Aldean,Drowns The Whiskey,32
451,2eAZfqOm4EnOF9VvN50Tyc,22,Lil Uzi Vert,The Way Life Goes,24
452,2ekn2ttSfGqwhhate0LSR0,47,Dua Lipa,New Rules,6
453,2fGxYYMQbVqgIdaqfz2OwA,1,Miley Cyrus,Younger Now,79
454,2fQrGHiQOvpL9UgPvtYy6G,28,21 Savage,Bank Account,12
455,2fVHrSxsQbJUuj9MW9zG1e,16,The Chainsmokers,Who Do You Love,52
456,2fXwCWkh6YG5zU1IyvQrbs,4,SZA,Broken Clocks,82
457,2fbJ5Msx8KoDKpyufH5YsU,7,Lady Gaga,I'll Never Love Again,36
458,2fkeWbM6iqTw7oGHTYm2lw,2,Drake,4422,50
459,2flWhcGYxQHhb1EeeU2dOL,1,Kenny Chesney,Bar At The End Of The World,92
460,2gXOzCwbVXACCaYRj4Qrep,1,Future,Temptation,76
461,2gYiCTytrSRtuaHP1Nac6u,13,Luke Bryan,Fast,58
462,2gsNpSn7VvvJuSrIDfRoYy,3,Eminem,Kamikaze,16
463,2gwkD6igEhQbDQegRCcdoB,12,DaBaby,Suge,8
464,2h3i5tGUl6hMu572umjcGo,1,Wale,Running Back,100
465,2hloaUoRonYssMuqLCBLTX,3,Ariana Grande,Bloodline,22
466,2iUXsYOEPhVqEBwsqP70rE,48,5 Seconds Of Summer,Youngblood,7
467,2j5hsQvApottzvTn4pFJWF,21,Maroon 5,What Lovers Do,9
468,2jB9QaPJyVdz2Q0Va8rrnU,11,Bebe Rexha,I Got You,43
469,2jIT1TfSIjVik7Qu1B6P5h,1,"Gucci Mane, Nicki Minaj",Make Love,78
470,2jTujnt0y344ai1rNOywgr,2,Drake,KMT,48
471,2jt2WxXMCD4zjACthkJQVE,4,Eminem,The Ringer,8
472,2kh78Yka2tkYOx3XF9DVpu,1,JAY,Kill Jay Z,55
473,2l8nEO0vsTRCRnGqQty6qx,20,6ix9ine,FEFE,3
474,2lFtnEmkIPm2ClN55e2chV,19,Dierks Bentley,Black,56
475,2ludbmtPoyCPe2K08fAlFl,1,Sia,Helium,71
476,2mfahQ0EaaZWq4cFNg6A1o,19,Devin Dawson,All On Me,52
477,2nLtzopw4rPReszdYBJU6h,1,Linkin Park,Numb,34
478,2oejEp50ZzPuQTQ6v54Evp,3,"The Chainsmokers, Bebe Rexha",Call You Mine,67
479,2of5xn0GU0TdFneR1saRLH,4,DJ Khaled,To The Max,53
480,2p2cCrOaNrIOLk5ArtlHy6,8,High Valley,She's With Me,79
481,2pJZ1v8HezrAoZ0Fhzby92,1,Ed Sheeran,What Do I Know?,83
482,2pg2TiYo9Rb8KeB5JjP7jS,16,Jhene Aiko,Sativa,74
483,2pnPe4pJtq7689i5ydzvJJ,1,Chuck Berry,Run Rudolph Run,45
484,2qT1uLXPVPzGgFOx4jtEuo,27,Ariana Grande,No Tears Left To Cry,3
485,2qcG0nZ6S3zZV0UrkY5nFo,10,Cardi B,Drip,21
486,2qsQ8eVDPmobZpvDxQCVQu,4,Nicki Minaj,Barbie Tingz,25
487,2qxmye6gAegTMjLKEBoR3d,9,Alec Benjamin,Let Me Down Slowly,79
488,2rUwQj4SWaP2anuGDtNpYR,1,Made,Self,85
489,2rizacJSyD9S1IQUxUxnsK,5,The Chainsmokers,All We Know,80
490,2rxQMGVafnNaRaXlRMWPde,31,Luke Combs,Beautiful Crazy,21
491,2swZ0X1njeU32SNJeBKIfW,1,Aventura,Inmortal,95
492,2syQ0f4SAQdzvlAewPl1DJ,1,"Zedd, Liam Payne",Get Low,91
493,2t8yVaLvJ0RenpXUIAC52d,23,21 Savage,A Lot,12
494,2tPcTFiQF9MbVUyjZ3zDhA,4,"SOB, RBE",Paramedic!,65
495,2tnlNVAhuQGgoFJxALVeXx,3,Meek Mill,Uptown Vibes,39
496,2tqoJQbv6dNNOi0PCCjuse,1,JAY,Smile,56
497,2u7mxWSeoqTXndK5e08jMp,13,Lil Skies,Nowadays,55
498,2v5JTeM6hSmi5wWy7jiwrI,9,"Lil Peep, iLoveMakonnen",I've Been Waiting,62
499,2vHfabj6nFebekTYODqntl,1,5 Seconds Of Summer,Want You Back,61
500,2vXKRlJBXyOcvZYTdNeckS,6,"Gesaffelstein, The Weeknd",Lost In The Fire,27
501,2vaMWMPMgsWX4fwJiKmdWm,1,A Boogie Wit da Hoodie,Undefeated,84
502,2vdBo4ALPYbHRUPKgtE5iC,2,Ariana Grande,Ghostin,25
503,2vs5ubqg8QUbfyWZpMfvWe,1,"Future, Juice WRLD",Astronauts,82
504,2vsuel3g4zaLYSOY0mOMbi,1,Khalid,Bad Luck,87
505,2vvdTrdryjsl8DmPIMDWZU,1,Enrique Iglesias,El Bano,98
506,2wOXxtHZgRkkrkEbKLzzqs,1,21 Savage,1.5,86
507,2wxfu24GQpEZQrjDJm5Ac1,17,Carly Pearce,Every Little Thing,50
508,2x0RZdkZcD8QRI53XT4GI5,4,Avicii,SOS,68
509,2x0WlnmfG39ZuDmstl9xfX,13,Taylor Swift,End Game,18
510,2xLMifQCjDGFmkHkpNLD9h,46,Travis Scott,Sicko Mode,1
511,2xbI8Vmyv3TkpTdywpPyNw,13,PnB Rock,Selfish,51
512,2yI8omCrTAyrTcK7NRppu7,3,TK Kravitz,Ocean,76
513,2yLa0QULdQr0qAIvVwN6B5,19,Taylor Swift,...Ready For It?,4
514,2yQZwi1P8AkkxxFhQ8rMEK,20,LANCO,Greatest Love Story,45
515,2yZax79pOrYuyIFVW2cZY2,1,XXXTENTACION,Carry On,95
516,2yg9UN4eo5eMVJ7OB4RWj3,2,Drake,Survival,17
517,2yuyaYAELoMG4ApV5wJsWR,3,Gucci Mane,Curve,67
518,2z3joGXrdGL2iEjIKQTiN1,1,J. Cole,Ville Mentality,90
519,30MM5jWpUmOxtTNd9Ey5LZ,20,Thomas Rhett,Unforgettable,47
520,31x4wWBghN7f5PiEZUmcAW,7,Florida Georgia Line,Smooth,89
521,32iPykTXUNZ9oGyACGUybq,1,Offset,How Did I Get Here,65
522,32lItqlMi4LBhb4k0BaSaC,20,Post Malone,Candy Paint,34
523,33471tzU1VghDg9zNgGRpz,19,Old Dominion,Hotel Key,48
524,33b2wX9d0kxqxhi7lcsC1A,1,Ozuna,Unica,72
525,340UVheS8z3ncW9TTUhAbc,5,Halsey,Nightmare,15
526,343YBumqHu19cGoGARUTsd,17,Drake,Fake Love,8
527,34I0nBvoE0ZXmqbKiJ5BWS,1,"Joyner Lucas, Chris Brown",Stranger Things,91
528,34oB5r0lcN3fYWCs2uA1k5,14,Lady Gaga,The Cure,39
529,34oWbFBfGEElvgO0a5c9V4,1,Kodak Black,No Flockin,95
530,35J4wXQeRuHNOEArMy6FOe,1,Meek Mill,Tic Tac Toe,72
531,35KV2Nuib6jPMVN00O8iba,1,Kanye West,No Mistakes,36
532,35ap6ekPdkGkiUkWfWhZB4,1,Chris Blue,Money On You,66
533,35ffVv9x4mtzBh5rF1K9sP,1,Migos,CC,96
534,35rozLoS6QLE8HX8qswM3k,1,Marshmello,Rescue Me,92
535,365wwIjijQdlRJEjUWTidq,2,2 Chainz,Proud,96
536,36J0iaPDGbYGsHvYpaYs3k,1,Dreamville,Down Bad,75
537,37F0uwRSrdzkBiuj0D5UHI,14,The Weeknd,Reminder,65
538,38TgLPNHsPzgqri5G4SPun,1,Nicki Minaj,Majesty,58
539,38nVuIj9mi5a8oopOJhSJk,20,Brett Young,Here Tonight,42
540,39LmTF9RgyakzSYX8txrow,8,Ariana Grande,Imagine,21
541,39RWYLt6hgk9BbhkDgaHW9,1,Lil Baby,Crush A Lot,82
542,39jXnbACjiaiTwwhsr5sY5,11,Niall Horan,Too Much To Ask,66
543,39pS70eeDvyCAF3t8NAlVV,16,"2 Chainz, Gucci Mane, Quavo",Good Drank,70
544,39ukbGu3UVWs74ba83T68c,1,JAY,Moonlight,86
545,39xWBHPM4E9MwzEy5gbM7p,3,Nipsey Hussle,Last Time That I Checc'd,76
546,3A1BaBGT3HgzuDrV9pgX9v,9,YoungBoy Never Broke Again,Overdose,42
